game_pk,stadium,temperature,condition,wind
777523,Truist Park,86,Overcast,"8 mph, Out To RF"
777512,American Family Field,67,Sunny,"10 mph, L To R"
777515,Chase Field,78,Roof Closed,"0 mph, None"
777516,Fenway Park,61,Cloudy,"4 mph, Varies"
777507,T-Mobile Park,67,Partly Cloudy,"7 mph, L To R"
777506,Dodger Stadium,72,Partly Cloudy,"8 mph, Varies"
777505,Comerica Park,75,Sunny,"9 mph, In From LF"
777501,Oriole Park at Camden Yards,68,Cloudy,"5 mph, In From RF"
777499,Citizens Bank Park,62,Cloudy,"7 mph, In From RF"
777504,Truist Park,81,Partly Cloudy,"6 mph, In From RF"
777503,Nationals Park,65,Cloudy,"6 mph, In From RF"
777500,Fenway Park,64,Partly Cloudy,"3 mph, In From RF"
777502,Citi Field,62,Cloudy,"4 mph, In From RF"
777496,Kauffman Stadium,83,Partly Cloudy,"2 mph, In From RF"
777494,Daikin Park,73,Roof Closed,"0 mph, None"
777492,American Family Field,70,Partly Cloudy,"6 mph, In From LF"
777497,Wrigley Field,75,Partly Cloudy,"8 mph, In From CF"
777493,Globe Life Field,74,Roof Closed,"0 mph, None"
777491,Chase Field,78,Roof Closed,"0 mph, None"
777495,T-Mobile Park,65,Partly Cloudy,"4 mph, L To R"
777498,Dodger Stadium,81,Sunny,"3 mph, Out To RF"
777483,loanDepot park,72,Roof Closed,"0 mph, None"
777488,Nationals Park,66,Cloudy,"5 mph, In From RF"
777487,Yankee Stadium,68,Cloudy,"9 mph, In From CF"
777484,George M. Steinbrenner Field,89,Partly Cloudy,"7 mph, L To R"
777486,T-Mobile Park,69,Clear,"5 mph, L To R"
777485,Sutter Health Park,82,Clear,"10 mph, Out To RF"
777490,Dodger Stadium,77,Clear,"4 mph, L To R"
777481,loanDepot park,72,Roof Closed,"0 mph, None"
777475,Comerica Park,83,Clear,"12 mph, In From RF"
777480,Nationals Park,80,Partly Cloudy,"2 mph, Out To LF"
777476,Yankee Stadium,67,Overcast,"5 mph, In From RF"
777479,Rogers Centre,69,Clear,"8 mph, Out To LF"
777478,Great American Ball Park,77,Overcast,"6 mph, In From RF"
777489,Truist Park,72,Cloudy,"9 mph, L To R"
777477,George M. Steinbrenner Field,87,Partly Cloudy,"10 mph, Out To CF"
777467,Rate Field,85,Partly Cloudy,"10 mph, R To L"
777468,Globe Life Field,74,Roof Closed,"0 mph, None"
777482,Wrigley Field,90,Partly Cloudy,"9 mph, Out To CF"
777473,T-Mobile Park,73,Partly Cloudy,"9 mph, Out To CF"
777472,Oracle Park,63,Clear,"10 mph, Out To CF"
777469,Sutter Health Park,89,Clear,"9 mph, Out To CF"
777471,Dodger Stadium,81,Clear,"2 mph, Calm"
777453,T-Mobile Park,70,Partly Cloudy,"5 mph, In From LF"
777465,loanDepot park,72,Roof Closed,"0 mph, None"
777461,Nationals Park,78,Cloudy,"12 mph, Out To RF"
777466,Yankee Stadium,80,Overcast,"8 mph, In From RF"
777462,Rogers Centre,68,Roof Closed,"0 mph, None"
777474,Great American Ball Park,75,Overcast,"14 mph, R To L"
777470,Truist Park,77,Partly Cloudy,"7 mph, In From RF"
777463,George M. Steinbrenner Field,87,Partly Cloudy,"6 mph, Out To CF"
777460,Globe Life Field,74,Roof Closed,"0 mph, None"
777454,Oracle Park,69,Clear,"10 mph, Out To CF"
777456,Sutter Health Park,95,Clear,"8 mph, Out To CF"
777457,Dodger Stadium,77,Clear,"5 mph, L To R"
777464,Comerica Park,71,Clear,"9 mph, Out To LF"
777458,Rate Field,79,Partly Cloudy,"6 mph, L To R"
777452,Great American Ball Park,75,Partly Cloudy,"10 mph, Varies"
777445,Nationals Park,90,Cloudy,"12 mph, R To L"
777449,Yankee Stadium,89,Partly Cloudy,"11 mph, Out To LF"
777451,Comerica Park,64,Cloudy,"13 mph, Out To CF"
777464,Comerica Park,71,Clear,"9 mph, Out To LF"
777447,Rate Field,76,Partly Cloudy,"6 mph, Out To RF"
777458,Rate Field,79,Partly Cloudy,"6 mph, L To R"
777450,Wrigley Field,79,Sunny,"8 mph, R To L"
777443,Globe Life Field,74,Roof Closed,"0 mph, None"
777448,Rogers Centre,74,Cloudy,"20 mph, L To R"
777440,Oracle Park,61,Sunny,"21 mph, Out To CF"
777444,loanDepot park,72,Roof Closed,"0 mph, None"
777455,Truist Park,82,Partly Cloudy,"11 mph, Out To LF"
777446,George M. Steinbrenner Field,82,Cloudy,"5 mph, R To L"
777441,Sutter Health Park,77,Clear,"16 mph, Out To CF"
777442,Dodger Stadium,70,Clear,"3 mph, L To R"
777436,Wrigley Field,82,Partly Cloudy,"12 mph, Out To CF"
777432,PNC Park,78,Cloudy,"5 mph, Out To CF"
777431,George M. Steinbrenner Field,77,Rain,"5 mph, L To R"
777438,Yankee Stadium,82,Partly Cloudy,"10 mph, Out To LF"
777435,Rogers Centre,69,Cloudy,"17 mph, Out To RF"
777439,loanDepot park,72,Roof Closed,"0 mph, None"
777433,Busch Stadium,89,Clear,"9 mph, Out To LF"
777437,Citizens Bank Park,84,Partly Cloudy,"14 mph, Out To RF"
777434,Target Field,85,Partly Cloudy,"11 mph, In From LF"
777430,Coors Field,98,Clear,"12 mph, Out To CF"
777428,Angel Stadium,71,Clear,"9 mph, Out To CF"
777426,Petco Park,67,Partly Cloudy,"7 mph, L To R"
777429,Sutter Health Park,75,Clear,"14 mph, Out To CF"
777427,Dodger Stadium,69,Clear,"8 mph, Out To RF"
777425,Oracle Park,61,Partly Cloudy,"19 mph, Out To CF"
777420,George M. Steinbrenner Field,87,Partly Cloudy,"5 mph, R To L"
777422,Yankee Stadium,86,Sunny,"5 mph, Calm"
777412,Target Field,89,Partly Cloudy,"15 mph, R To L"
777415,Busch Stadium,92,Sunny,"13 mph, R To L"
777419,Wrigley Field,94,Sunny,"20 mph, Out To CF"
777418,Rogers Centre,68,Roof Closed,"0 mph, None"
777417,Oracle Park,67,Sunny,"15 mph, Out To CF"
777421,PNC Park,85,Partly Cloudy,"10 mph, Out To LF"
777424,loanDepot park,72,Roof Closed,"0 mph, None"
777413,Petco Park,66,Cloudy,"10 mph, L To R"
777423,Citizens Bank Park,88,Partly Cloudy,"12 mph, Out To CF"
777410,Coors Field,98,Clear,"7 mph, L To R"
777414,Angel Stadium,72,Clear,"10 mph, R To L"
777411,Sutter Health Park,79,Clear,"8 mph, Out To RF"
777416,Dodger Stadium,69,Clear,"3 mph, Out To CF"
777406,Yankee Stadium,74,Partly Cloudy,"15 mph, Out To LF"
777409,George M. Steinbrenner Field,89,Sunny,"5 mph, In From CF"
777404,PNC Park,91,Sunny,"10 mph, Out To CF"
777408,Rogers Centre,68,Roof Closed,"0 mph, None"
777402,loanDepot park,72,Roof Closed,"0 mph, None"
777401,Target Field,92,Partly Cloudy,"17 mph, R To L"
777407,Busch Stadium,93,Sunny,"11 mph, Out To LF"
777403,Wrigley Field,92,Sunny,"6 mph, Out To CF"
777399,Coors Field,89,Sunny,"9 mph, In From CF"
777400,Sutter Health Park,77,Sunny,"9 mph, L To R"
777395,Oracle Park,69,Sunny,"13 mph, Varies"
777397,Angel Stadium,77,Sunny,"8 mph, R To L"
777398,Dodger Stadium,77,Sunny,"8 mph, L To R"
777396,Petco Park,70,Sunny,"9 mph, L To R"
777405,Citizens Bank Park,87,Clear,"8 mph, Out To RF"
777394,Oriole Park at Camden Yards,100,Clear,"5 mph, Out To RF"
777389,Citi Field,87,Partly Cloudy,"9 mph, Out To CF"
777390,Great American Ball Park,92,Clear,"7 mph, R To L"
777388,Target Field,80,Clear,"11 mph, L To R"
777393,Rate Field,93,Clear,"6 mph, R To L"
777391,American Family Field,91,Clear,"15 mph, In From RF"
777392,Busch Stadium,94,Clear,"8 mph, Out To LF"
777381,Angel Stadium,70,Clear,"9 mph, Out To LF"
777382,Petco Park,64,Partly Cloudy,"8 mph, L To R"
777380,Oriole Park at Camden Yards,100,Clear,"3 mph, L To R"
777386,Comerica Park,84,Cloudy,"5 mph, Out To LF"
777384,Progressive Field,90,Partly Cloudy,"6 mph, L To R"
777387,Citi Field,97,Clear,"9 mph, L To R"
777385,Great American Ball Park,91,Clear,"5 mph, Out To LF"
777378,Kauffman Stadium,90,Clear,"8 mph, R To L"
